SA2_code,y.leukaemia.male,sd.leukaemia.male,y.leukaemia.female,sd.leukaemia.female,y.leukaemia.persons,sd.leukaemia.persons
11054,1.15,0.2066326530612245,1.14,0.2831632653061224,1.25,0.2857142857142857
11055,1.14,0.1913265306122449,1.04,0.13775510204081637,1.16,0.2040816326530612
11056,1.16,0.19387755102040818,1.05,0.15051020408163265,1.19,0.2576530612244898
11057,1.29,0.23469387755102042,1.08,0.1556122448979592,1.4,0.2755102040816326
11058,0.98,0.19642857142857142,1.1,0.2755102040816327,1.29,0.3801020408163266
11059,1.04,0.2602040816326531,1.08,0.211734693877551,1.2,0.3596938775510204
11060,1.06,0.12500000000000003,1.05,0.10969387755102042,1.16,0.163265306122449
11061,1.08,0.163265306122449,1.04,0.12500000000000003,1.18,0.18622448979591832
11062,1.12,0.15051020408163265,1.05,0.11734693877551022,1.22,0.2193877551020408
11063,1.16,0.37500000000000006,1.08,0.23979591836734693,1.33,0.46173469387755106
11064,1.16,0.19387755102040813,1.05,0.10459183673469388,1.25,0.22193877551020408
11065,1.21,0.1836734693877551,1.05,0.11989795918367349,1.3,0.2602040816326531
11066,1.09,0.22193877551020405,1.04,0.13265306122448983,1.19,0.2602040816326531
11067,1.22,0.2627551020408163,1.04,0.18877551020408162,1.36,0.3214285714285715
11068,1.16,0.18112244897959187,1.05,0.1275510204081633,1.25,0.22448979591836737
11069,1.13,0.16581632653061226,1.04,0.11224489795918369,1.19,0.2040816326530612
11070,1.43,0.3954081632653061,1.01,0.21683673469387754,1.45,0.43112244897959184
11071,1.05,0.14540816326530615,1.02,0.13775510204081634,1.03,0.18112244897959184
11072,1,0.2525510204081633,1,0.23979591836734696,1.05,0.27806122448979587
11073,1.06,0.18112244897959184,1.05,0.14285714285714285,1.09,0.1913265306122449
11074,1.07,0.14795918367346939,1.05,0.11224489795918369,1.15,0.15051020408163265
11076,1.15,0.2755102040816327,1.05,0.1556122448979592,1.19,0.26785714285714285
11077,1.21,0.29591836734693877,1.04,0.18877551020408162,1.23,0.26785714285714285
11078,1.23,0.29591836734693877,1.03,0.1836734693877551,1.2,0.3112244897959184
11079,1.17,0.16836734693877553,1.05,0.11224489795918369,1.24,0.17346938775510204
11080,1.11,0.2729591836734694,1.1,0.2423469387755102,1.2,0.2806122448979592
11081,1,0.13520408163265307,0.99,0.09693877551020408,0.96,0.11989795918367346
11082,0.88,0.1556122448979592,0.99,0.13010204081632654,0.86,0.163265306122449
11083,1.07,0.17346938775510207,0.99,0.125,1.09,0.18112244897959184
11084,1.11,0.2423469387755102,0.93,0.15051020408163265,0.94,0.21428571428571427
11085,1.06,0.28826530612244894,0.95,0.16326530612244902,0.96,0.20663265306122447
11086,1.04,0.1683673469387755,0.96,0.125,0.99,0.15816326530612249
11087,1.02,0.19387755102040816,0.99,0.13010204081632654,0.99,0.18622448979591838
11088,1.12,0.22448979591836735,0.95,0.16581632653061226,1,0.2602040816326531
11089,0.99,0.1760204081632653,0.96,0.15051020408163265,0.92,0.17602040816326534
11090,1.04,0.26785714285714285,1,0.1760204081632653,1.05,0.2066326530612245
11091,1.06,0.20153061224489796,0.92,0.14285714285714285,0.92,0.15816326530612246
11092,1,0.1658163265306123,1.02,0.10969387755102042,1.1,0.1709183673469388
11093,1.03,0.15306122448979595,1.03,0.125,1.13,0.1913265306122449
11094,1.08,0.16581632653061226,1.05,0.11989795918367349,1.21,0.22193877551020408
11095,1.05,0.15051020408163263,1.03,0.11734693877551022,1.14,0.18877551020408168
11096,1.01,0.15051020408163268,1.03,0.12244897959183676,1.12,0.1836734693877551
11097,0.98,0.24744897959183676,1.07,0.22704081632653064,1.12,0.2627551020408163
11098,1.03,0.12500000000000003,1.03,0.10459183673469388,1.1,0.1530612244897959
11099,1.08,0.1377551020408163,1.04,0.09948979591836735,1.15,0.14795918367346939
11100,1.15,0.26785714285714285,1.09,0.18622448979591838,1.26,0.34438775510204084
11101,1.12,0.2346938775510204,1.02,0.18622448979591838,1.09,0.22448979591836737
11102,1.12,0.25255102040816324,1.05,0.18112244897959184,1.16,0.2193877551020408
11103,1.12,0.15306122448979592,1.05,0.10969387755102042,1.17,0.163265306122449
11104,1.14,0.19897959183673472,1.04,0.1377551020408163,1.24,0.22959183673469388
11105,1.11,0.16071428571428573,1.06,0.13265306122448978,1.22,0.2193877551020408
11106,1.18,0.2448979591836735,1.06,0.15051020408163265,1.27,0.22959183673469388
11107,1.08,0.1760204081632653,1.03,0.11224489795918369,1.15,0.22448979591836735
11108,1.13,0.22448979591836732,1.05,0.14795918367346939,1.28,0.2372448979591837
11109,1.11,0.13265306122448978,1.01,0.08163265306122448,1.13,0.11734693877551017
11110,1.11,0.1556122448979592,1.03,0.11224489795918369,1.15,0.16836734693877553
11111,1.14,0.20918367346938774,1.02,0.1352040816326531,1.19,0.2040816326530612
11112,1.08,0.27806122448979587,1.04,0.17091836734693877,1.11,0.19642857142857142
11113,1.08,0.14540816326530612,1.03,0.10459183673469388,1.14,0.19897959183673466
11114,1.11,0.1785714285714286,1.02,0.13775510204081634,1.17,0.2270408163265306
11115,1.07,0.14795918367346936,1,0.12244897959183673,1.05,0.1607142857142857
11116,1.1,0.18622448979591838,1.01,0.125,1.15,0.2142857142857143
11117,1.06,0.16581632653061223,1.03,0.12500000000000003,1.15,0.19387755102040818
11118,1.02,0.16071428571428575,0.98,0.12755102040816327,0.99,0.1785714285714286
11119,1.07,0.23724489795918371,1.05,0.18877551020408162,1.15,0.3112244897959184
11120,1.12,0.288265306122449,1.08,0.17346938775510204,1.29,0.28571428571428575
11121,1.12,0.24744897959183673,1.07,0.20153061224489796,1.21,0.22959183673469388
11122,1.05,0.16581632653061223,1.01,0.12244897959183673,1,0.18112244897959182
11123,1.05,0.15051020408163263,1.01,0.11479591836734696,1.03,0.15561224489795922
11124,1.1,0.28826530612244894,1.04,0.20408163265306123,1.11,0.3061224489795919
11125,1.05,0.16326530612244897,1.03,0.09693877551020408,1.01,0.1479591836734694
11126,1.09,0.2780612244897959,1.03,0.18622448979591838,1.19,0.3392857142857142
11127,1.08,0.21683673469387757,1.05,0.15816326530612243,1.14,0.25510204081632654
11128,1.17,0.3877551020408163,1.07,0.22193877551020405,1.4,0.43877551020408156
11129,1.1,0.12755102040816324,1.03,0.08928571428571429,1.16,0.18112244897959187
11130,1.04,0.1607142857142857,1.1,0.1556122448979592,1.2,0.19387755102040813
11131,1.07,0.16836734693877553,1.05,0.11989795918367349,1.19,0.18112244897959187
11132,0.98,0.1658163265306123,1.08,0.14030612244897958,1.12,0.22959183673469385
11133,0.98,0.18112244897959184,1.08,0.163265306122449,1.12,0.2270408163265306
11134,0.96,0.14285714285714288,1.12,0.1377551020408163,1.17,0.20153061224489793
11135,1,0.10714285714285715,1.06,0.08928571428571429,1.08,0.11734693877551022
11136,0.96,0.13010204081632654,1.01,0.10204081632653061,0.94,0.14285714285714285
11137,1.05,0.21938775510204084,0.98,0.13010204081632654,1.01,0.19132653061224486
11138,0.99,0.19897959183673466,0.94,0.14285714285714285,0.95,0.20408163265306123
11139,1.01,0.19642857142857142,0.94,0.13520408163265304,0.88,0.19642857142857145
11140,1.01,0.16581632653061223,0.99,0.10969387755102039,1,0.15051020408163268
11141,1.05,0.1760204081632653,0.95,0.11989795918367346,0.99,0.1785714285714286
11142,1.06,0.19387755102040816,0.91,0.14540816326530612,0.85,0.163265306122449
11143,1.19,0.23214285714285712,0.92,0.1556122448979592,1.03,0.20153061224489796
11144,0.92,0.1556122448979592,1.08,0.13520408163265304,1.02,0.16071428571428575
11145,0.95,0.19387755102040813,1.06,0.1403061224489796,1,0.18877551020408168
11146,0.96,0.14795918367346939,1.07,0.13265306122448983,1.07,0.15051020408163263
11147,1.06,0.1913265306122449,1.02,0.11734693877551022,1.08,0.18877551020408162
11148,1.03,0.22448979591836737,1.06,0.16836734693877553,1.11,0.20918367346938777
11149,0.98,0.15561224489795922,1.06,0.13010204081632656,1.04,0.15816326530612243
11150,0.99,0.1836734693877551,1.04,0.14285714285714285,0.99,0.1887755102040816
11151,1.14,0.20663265306122447,1.03,0.13010204081632656,1.17,0.18877551020408168
11152,1.23,0.2780612244897959,1,0.15051020408163268,1.12,0.21938775510204084
11153,1.14,0.21428571428571427,1.02,0.13010204081632654,1.18,0.2448979591836735
11154,1.05,0.2959183673469388,0.99,0.17091836734693883,1.05,0.23979591836734696
11155,1.04,0.24999999999999997,1.04,0.19897959183673466,1.19,0.30357142857142855
11156,1.14,0.1709183673469388,1.01,0.10969387755102042,1.23,0.22959183673469388
11157,1.22,0.3239795918367347,1.03,0.1760204081632653,1.4,0.37244897959183676
11158,1.3,0.3086734693877551,1.01,0.17346938775510204,1.32,0.35204081632653067
11159,1.2,0.2525510204081633,1,0.14285714285714288,1.29,0.2806122448979592
11160,1.29,0.461734693877551,1.04,0.23214285714285715,1.46,0.4107142857142857
11162,1.18,0.21428571428571427,1.01,0.1479591836734694,1.16,0.17602040816326534
11163,1.1,0.2066326530612245,1,0.16581632653061223,1.03,0.15306122448979595
11164,1.22,0.26275510204081637,0.98,0.16326530612244902,1.17,0.21683673469387754
11165,1.18,0.23214285714285715,1.01,0.12244897959183673,1.18,0.19387755102040813
11166,1.21,0.24234693877551022,0.98,0.16071428571428575,1.13,0.20918367346938777
11167,1.13,0.19642857142857145,1.01,0.11989795918367346,1.18,0.2091836734693877
11168,1.14,0.24744897959183673,1.04,0.16326530612244897,1.21,0.23979591836734693
11169,1.15,0.2525510204081633,1.08,0.17346938775510207,1.27,0.2525510204081633
11170,1.14,0.16581632653061226,1.03,0.11734693877551022,1.16,0.16581632653061226
11171,1.09,0.25255102040816324,1.08,0.22448979591836732,1.16,0.2602040816326531
11172,1.04,0.14540816326530612,1.03,0.13520408163265307,1.08,0.17091836734693877
11173,0.99,0.2193877551020408,1.04,0.14285714285714288,1.04,0.2066326530612245
11174,1.01,0.15816326530612243,1.04,0.1454081632653061,1.04,0.1530612244897959
11175,1.04,0.14540816326530612,1.04,0.12500000000000003,1.12,0.16071428571428573
11176,1.04,0.19387755102040816,1.01,0.13775510204081634,0.99,0.18367346938775514
11177,1.07,0.1683673469387755,1.02,0.10969387755102042,1.04,0.19642857142857142
11178,1.08,0.1683673469387755,1,0.1173469387755102,1.06,0.1760204081632653
11179,1.05,0.13010204081632656,1,0.08163265306122448,1.04,0.13010204081632654
11180,1.07,0.25255102040816324,1.02,0.15306122448979595,1.01,0.24234693877551022
11181,1.01,0.13775510204081634,1.04,0.10969387755102042,1.06,0.1530612244897959
11182,1.02,0.2576530612244897,1.01,0.20918367346938774,1.16,0.3086734693877551
11183,1.05,0.10969387755102042,1.02,0.08673469387755102,1.12,0.1377551020408163
11184,1.13,0.23979591836734693,1.03,0.1530612244897959,1.24,0.27040816326530615
11185,0.98,0.13775510204081634,1.06,0.12755102040816324,1.06,0.1403061224489796
11186,0.97,0.19387755102040813,1.03,0.1683673469387755,1,0.1887755102040816
11187,1.03,0.13775510204081637,1,0.09438775510204081,1.04,0.1479591836734694
11188,0.97,0.19132653061224486,1,0.11224489795918366,1,0.17346938775510204
11189,1.06,0.14795918367346939,1.02,0.09438775510204081,1.08,0.17091836734693877
11190,1,0.16836734693877553,0.99,0.11479591836734693,0.97,0.17602040816326534
11191,1.09,0.2346938775510204,1.08,0.22193877551020408,1.28,0.23979591836734696
11192,1,0.125,1.01,0.09438775510204081,1,0.13520408163265307
11193,1.04,0.14285714285714288,1.02,0.13265306122448983,1.05,0.17346938775510204
11194,0.98,0.11989795918367346,0.97,0.08673469387755102,0.97,0.11479591836734693
11195,1.02,0.2551020408163265,1.06,0.24744897959183673,0.99,0.3137755102040816
11196,0.99,0.12244897959183673,1.02,0.10714285714285715,1.02,0.15051020408163268
11197,0.96,0.22193877551020405,0.99,0.22448979591836735,0.94,0.22448979591836735
11198,1,0.13520408163265307,1.03,0.10714285714285715,1.09,0.15051020408163263
11199,1.02,0.2755102040816327,0.96,0.19897959183673466,0.99,0.24234693877551022
11200,0.99,0.15306122448979595,1,0.12755102040816327,1,0.163265306122449
11201,1.07,0.18622448979591838,1.02,0.11734693877551022,1.05,0.19387755102040816
11202,1.06,0.23724489795918366,1.01,0.15816326530612249,1.06,0.22959183673469388
11203,0.96,0.17346938775510204,0.97,0.13775510204081634,0.91,0.18367346938775514
11204,1.02,0.2423469387755102,0.99,0.15816326530612249,1,0.21683673469387754
11205,1.01,0.10459183673469388,1,0.08673469387755102,1.02,0.12755102040816327
11206,1.05,0.1760204081632653,0.94,0.15051020408163265,1.01,0.16326530612244897
11207,1.02,0.2806122448979592,0.9,0.2219387755102041,1.01,0.2653061224489796
11208,1.11,0.1785714285714286,0.94,0.12499999999999997,0.95,0.1326530612244898
11209,1.1,0.15306122448979592,0.98,0.10714285714285712,1.06,0.14285714285714288
11210,1.03,0.1836734693877551,0.94,0.13265306122448978,0.94,0.14285714285714288
11211,1.1,0.2602040816326531,0.94,0.2142857142857143,1.04,0.27295918367346933
11212,1.47,0.39030612244897955,1.06,0.28826530612244894,1.42,0.3954081632653062
11213,1.09,0.22704081632653064,0.91,0.13265306122448978,0.98,0.19132653061224486
11214,1.1,0.1836734693877551,0.95,0.1377551020408163,1.03,0.17602040816326534
11215,1.11,0.1836734693877551,0.96,0.13520408163265304,1.02,0.17346938775510204
11216,1.11,0.2908163265306123,0.98,0.20918367346938774,1.04,0.2908163265306123
11217,1.1,0.17346938775510204,0.98,0.1173469387755102,1.05,0.1836734693877551
11218,1.15,0.19387755102040818,1,0.10969387755102039,1.11,0.15306122448979592
11219,1.09,0.22193877551020405,0.94,0.13265306122448978,0.95,0.17346938775510207
11220,1.07,0.2755102040816327,0.99,0.17091836734693877,0.99,0.2576530612244898
11221,1.12,0.17091836734693877,0.97,0.11989795918367346,1.05,0.1403061224489796
11222,1.1,0.17602040816326534,0.99,0.125,1.02,0.16836734693877553
11223,1.05,0.15561224489795916,0.99,0.125,1.04,0.16326530612244897
11224,1.06,0.1530612244897959,1,0.1326530612244898,0.98,0.15816326530612246
11225,1.12,0.17602040816326534,1,0.13010204081632654,1.11,0.1683673469387755
11226,1.1,0.16581632653061226,0.99,0.10969387755102039,1.07,0.17346938775510204
11227,1.16,0.22959183673469388,1.01,0.13775510204081634,1.16,0.20918367346938774
11228,1.1,0.18877551020408162,0.99,0.13520408163265307,0.98,0.1887755102040816
11229,0.99,0.19132653061224486,0.99,0.1683673469387755,0.83,0.20918367346938777
11230,1.11,0.2729591836734694,1.01,0.16581632653061223,1.08,0.2653061224489796
11231,1.13,0.1862244897959184,0.98,0.11479591836734693,1.1,0.1836734693877551
11232,1.16,0.44387755102040816,1.01,0.17091836734693877,1.15,0.2959183673469388
11233,1.08,0.18112244897959184,0.98,0.1173469387755102,1.06,0.18622448979591838
11234,1.16,0.22193877551020408,0.99,0.14285714285714288,1.04,0.17346938775510204
11235,1.02,0.1836734693877551,0.99,0.13775510204081634,0.96,0.1785714285714286
11236,1.01,0.22193877551020408,0.84,0.14285714285714288,0.85,0.1709183673469388
11237,0.94,0.13775510204081634,0.89,0.11479591836734696,0.84,0.13265306122448983
11238,0.97,0.15306122448979595,0.93,0.11734693877551017,0.89,0.1709183673469388
11239,0.95,0.1785714285714286,0.94,0.12499999999999997,0.91,0.18112244897959187
11240,0.97,0.16581632653061226,0.9,0.11479591836734696,0.84,0.1760204081632653
11241,0.93,0.14540816326530612,0.94,0.1301020408163265,0.88,0.15816326530612246
11242,1,0.1887755102040816,0.88,0.13775510204081637,0.88,0.22448979591836735
11243,0.96,0.15816326530612249,0.95,0.1173469387755102,0.94,0.1887755102040816
11244,0.97,0.28826530612244894,0.98,0.2653061224489796,1.02,0.3622448979591837
11245,0.94,0.12755102040816324,0.97,0.11479591836734693,0.91,0.125
11246,1.02,0.211734693877551,0.89,0.1556122448979592,0.94,0.1785714285714286
11247,0.96,0.125,0.96,0.09438775510204078,0.96,0.17857142857142858
11248,0.99,0.20153061224489796,0.9,0.16581632653061226,0.96,0.20663265306122447
11249,0.97,0.125,0.93,0.09438775510204085,0.93,0.14795918367346939
11250,0.94,0.2091836734693877,0.91,0.12499999999999997,0.81,0.16326530612244897
11251,0.88,0.22959183673469385,0.89,0.163265306122449,0.88,0.20153061224489796
11252,0.91,0.11224489795918369,0.93,0.07908163265306124,0.84,0.10204081632653061
11253,0.95,0.17602040816326534,0.94,0.12755102040816327,0.93,0.15816326530612246
11254,0.88,0.13520408163265304,0.91,0.10714285714285712,0.79,0.12244897959183673
11255,0.86,0.15306122448979592,0.87,0.1275510204081633,0.72,0.1326530612244898
11256,1.19,0.2729591836734694,1.18,0.3086734693877551,1.61,0.42346938775510207
11257,1.06,0.11479591836734696,1.06,0.10459183673469388,1.17,0.15816326530612246
11258,0.99,0.20153061224489793,1.08,0.1709183673469388,1.13,0.23724489795918366
11259,1.01,0.14540816326530615,1.04,0.11224489795918369,1.05,0.16326530612244897
11260,1.05,0.15816326530612243,1.04,0.12500000000000003,1.1,0.1836734693877551
11261,0.94,0.288265306122449,1.02,0.27040816326530615,0.93,0.25510204081632654
11262,1,0.1403061224489796,1.02,0.12500000000000003,1.03,0.17091836734693883
11263,1.05,0.15561224489795922,1.01,0.11224489795918366,1.04,0.18622448979591838
11264,1.01,0.15306122448979595,1.01,0.11989795918367349,1.04,0.211734693877551
11265,1.02,0.15816326530612249,1.02,0.11989795918367346,1.07,0.18112244897959184
11266,1.04,0.13010204081632656,1.01,0.09948979591836735,1.04,0.1530612244897959
11267,1.16,0.2040816326530612,1,0.14540816326530615,1.17,0.28061224489795916
11268,1.16,0.25,1.01,0.16071428571428575,1.11,0.20153061224489796
11269,1.15,0.27040816326530615,1.01,0.15306122448979595,1.21,0.24234693877551022
11270,1.15,0.2066326530612245,1.01,0.14285714285714288,1.17,0.211734693877551
11271,1.07,0.12244897959183676,1.01,0.09438775510204081,1.08,0.11989795918367349
11272,0.99,0.12755102040816327,1.1,0.1556122448979592,1.18,0.18367346938775514
11273,0.96,0.16071428571428573,1.14,0.3086734693877551,1.21,0.25000000000000006
11274,1.04,0.1760204081632653,1.12,0.25000000000000006,1.27,0.30102040816326525
11275,1.01,0.1403061224489796,1.07,0.12499999999999997,1.12,0.16581632653061226
11276,1,0.1836734693877551,1.14,0.2448979591836735,1.25,0.26275510204081626
11277,0.95,0.15051020408163265,1.12,0.20153061224489793,1.11,0.17857142857142858
11278,1.02,0.16326530612244897,1.16,0.3061224489795919,1.32,0.27295918367346933
11279,1.02,0.2066326530612245,1.19,0.23979591836734696,1.34,0.23979591836734693
11280,0.98,0.17091836734693877,1.16,0.20663265306122447,1.2,0.22959183673469385
11281,0.98,0.125,1.13,0.18112244897959182,1.2,0.15816326530612246
11282,1.03,0.25000000000000006,1.24,0.23979591836734696,1.32,0.31632653061224486
11283,0.96,0.163265306122449,1.12,0.17602040816326534,1.1,0.17346938775510204
11284,1.04,0.1913265306122449,1.01,0.1275510204081633,1.02,0.15306122448979595
11285,1.06,0.18112244897959184,1.07,0.14795918367346939,1.14,0.21428571428571425
11286,1.04,0.1683673469387755,1.04,0.11989795918367349,1.1,0.16581632653061226
11287,1.09,0.2346938775510204,1.03,0.12244897959183673,1.1,0.20153061224489796
11288,1.02,0.1326530612244898,1.04,0.10969387755102042,1.08,0.13265306122448983
11289,1.05,0.13775510204081637,1.03,0.11224489795918369,1.07,0.1352040816326531
11290,1.01,0.18367346938775508,1,0.09948979591836735,1.04,0.14540816326530615
11291,1.05,0.18112244897959184,1,0.11479591836734693,1.06,0.15051020408163263
11292,1.04,0.15051020408163263,1.02,0.10714285714285715,1.1,0.14795918367346939
11293,1.09,0.163265306122449,1.02,0.10204081632653061,1.13,0.163265306122449
11294,1.07,0.1760204081632653,1.04,0.11224489795918369,1.15,0.1862244897959184
11295,1.06,0.15561224489795916,1,0.10459183673469388,1.07,0.15816326530612243
11296,1.01,0.15816326530612249,1,0.10969387755102039,1,0.1479591836734694
11297,1.08,0.12244897959183676,1.05,0.08418367346938775,1.2,0.1658163265306123
11298,1.05,0.19387755102040813,1.04,0.11989795918367349,1.1,0.19387755102040816
11299,1.1,0.163265306122449,1.03,0.10459183673469388,1.12,0.17091836734693877
11300,1.09,0.14795918367346939,1.03,0.10969387755102042,1.15,0.15051020408163265
11301,1.14,0.20663265306122447,1.02,0.10969387755102042,1.21,0.1989795918367347
11302,1.15,0.1862244897959184,1.02,0.09948979591836735,1.23,0.19387755102040813
11303,1.2,0.23214285714285715,1.01,0.11224489795918369,1.24,0.19387755102040816
11304,1.19,0.1964285714285714,1.02,0.11734693877551022,1.19,0.18367346938775514
11305,1.14,0.163265306122449,1.01,0.10969387755102042,1.07,0.17091836734693877
11306,1.22,0.19132653061224486,1.04,0.12244897959183676,1.28,0.20153061224489796
11307,1.2,0.23214285714285715,1.01,0.10204081632653061,1.23,0.1964285714285714
11308,1.18,0.17346938775510207,1.02,0.09183673469387756,1.22,0.1760204081632653
11309,1.11,0.18877551020408162,0.99,0.09438775510204081,1.07,0.18112244897959184
11310,1.11,0.20663265306122447,1.01,0.10459183673469388,1.14,0.1913265306122449
11311,1.13,0.18877551020408168,1,0.09693877551020408,1.11,0.1760204081632653
11312,1.13,0.13265306122448978,1.03,0.08673469387755102,1.2,0.15306122448979592
11313,1.15,0.19642857142857145,1.09,0.15051020408163265,1.36,0.22959183673469385
11314,1.18,0.20153061224489793,1.04,0.11479591836734696,1.28,0.21938775510204084
11315,1.18,0.2040816326530612,1.06,0.12755102040816324,1.39,0.22193877551020405
11316,1.1,0.17346938775510207,1.09,0.13520408163265304,1.35,0.2653061224489796
11317,1.15,0.18877551020408168,1.1,0.1377551020408163,1.42,0.2091836734693877
11318,1.16,0.1556122448979592,1.04,0.09693877551020408,1.21,0.17091836734693883
11319,1.22,0.2142857142857143,1.06,0.11989795918367349,1.39,0.2346938775510204
11320,1.01,0.23214285714285715,0.87,0.14030612244897958,0.85,0.20918367346938777
11321,1.03,0.1836734693877551,0.88,0.11734693877551022,0.86,0.1913265306122449
11322,1.05,0.1709183673469388,0.9,0.09438775510204085,0.95,0.1326530612244898
11323,0.99,0.15306122448979595,0.88,0.10459183673469388,0.85,0.1377551020408163
11325,0.99,0.16071428571428575,0.91,0.10459183673469391,0.89,0.16581632653061226
11326,0.95,0.1326530612244898,0.95,0.10204081632653059,0.95,0.1403061224489796
11327,0.97,0.1709183673469388,0.97,0.1326530612244898,1.02,0.18877551020408162
11328,0.98,0.13775510204081634,0.93,0.0969387755102041,0.92,0.1377551020408163
11329,0.92,0.15051020408163265,0.89,0.1301020408163265,0.86,0.1556122448979592
11330,1.1,0.17602040816326534,0.9,0.10459183673469391,1.03,0.18622448979591838
11331,0.95,0.15051020408163268,0.9,0.11224489795918369,0.87,0.15306122448979592
11332,0.98,0.12755102040816327,0.92,0.09183673469387758,0.95,0.1479591836734694
11333,0.9,0.15816326530612246,0.88,0.11479591836734696,0.81,0.14795918367346936
11334,0.99,0.18112244897959184,0.89,0.11479591836734696,0.91,0.16581632653061226
11335,1.04,0.14540816326530615,0.89,0.08673469387755105,0.94,0.12755102040816327
11336,1.04,0.18622448979591838,0.86,0.12500000000000003,0.92,0.18112244897959187
11337,1,0.15816326530612243,0.88,0.11734693877551022,0.94,0.17346938775510207
