SA2_code,y.head_neck.male,sd.head_neck.male,y.head_neck.female,sd.head_neck.female,y.head_neck.persons,sd.head_neck.persons
11032,1.02,0.13520408163265307,0.99,0.163265306122449,0.96,0.12244897959183673
11033,0.96,0.18622448979591832,0.99,0.1862244897959184,0.93,0.13775510204081634
11034,0.87,0.163265306122449,1.05,0.1913265306122449,0.96,0.1326530612244898
11035,1.04,0.20408163265306123,1.02,0.17346938775510204,1,0.15561224489795922
11036,1.06,0.18622448979591838,1.03,0.15816326530612249,1.02,0.14285714285714285
11037,1.01,0.25000000000000006,1.02,0.18622448979591832,0.95,0.15816326530612249
11038,0.78,0.18112244897959184,1.03,0.22704081632653061,0.93,0.17602040816326534
11039,0.86,0.20408163265306123,1.11,0.19387755102040816,0.99,0.13010204081632654
11040,0.77,0.14285714285714288,1,0.1760204081632653,0.85,0.13265306122448983
11041,0.89,0.23724489795918366,1.06,0.19387755102040813,1.02,0.15561224489795916
11042,0.95,0.14285714285714288,1.05,0.1836734693877551,0.96,0.14285714285714288
11043,1.06,0.19387755102040816,0.99,0.16326530612244902,0.97,0.15561224489795922
11044,1.09,0.22448979591836737,1.1,0.20918367346938777,1.14,0.2193877551020408
11045,1,0.16836734693877556,1,0.14540816326530615,0.99,0.11479591836734693
11046,0.97,0.18112244897959182,0.96,0.18112244897959182,0.96,0.13010204081632654
11047,0.97,0.1887755102040816,1.06,0.1683673469387755,1.06,0.15306122448979592
11048,0.95,0.1709183673469388,0.97,0.1887755102040816,0.96,0.13010204081632654
11049,0.96,0.14285714285714288,1.03,0.125,1.02,0.10969387755102042
11050,0.86,0.1836734693877551,1.06,0.19387755102040816,0.95,0.13010204081632654
11051,1.03,0.18112244897959184,1.04,0.15816326530612249,1.02,0.14795918367346936
11052,0.71,0.22704081632653061,1.16,0.3545918367346939,0.9,0.18877551020408168
11053,1.23,0.2729591836734694,1.06,0.24744897959183676,1.17,0.1862244897959184
11054,1.11,0.2755102040816327,0.97,0.23214285714285715,1.07,0.19387755102040816
11055,1.02,0.1913265306122449,1.06,0.1760204081632653,1.06,0.18112244897959184
11056,0.99,0.17857142857142855,0.98,0.1887755102040816,1.01,0.14285714285714288
11057,1.04,0.1913265306122449,0.99,0.1913265306122449,1.04,0.1607142857142857
11058,1.07,0.29336734693877553,1.1,0.27040816326530615,1.06,0.1836734693877551
11059,1.07,0.32908163265306123,1.09,0.24489795918367346,1.05,0.2066326530612245
11060,1.07,0.14285714285714285,1.06,0.11479591836734696,1.05,0.09948979591836735
11061,1,0.1887755102040816,1.02,0.15306122448979595,1,0.12244897959183673
11062,1.1,0.18877551020408162,1.01,0.1403061224489796,1.09,0.12499999999999997
11063,1.35,0.31887755102040816,0.92,0.2423469387755102,1.15,0.2423469387755102
11064,1.15,0.16071428571428573,1.04,0.1326530612244898,1.1,0.12755102040816324
11065,1.06,0.1607142857142857,1.03,0.14540816326530615,1.07,0.11989795918367349
11066,1.15,0.19132653061224492,1.02,0.1658163265306123,1.11,0.19897959183673472
11067,0.91,0.18877551020408168,1.02,0.1989795918367347,1.02,0.18622448979591832
11068,1.1,0.2066326530612245,1.03,0.15306122448979595,1.07,0.15051020408163263
11069,1.14,0.16071428571428573,1.03,0.13010204081632654,1.12,0.14795918367346939
11070,1.17,0.2755102040816327,1.12,0.3545918367346939,1.13,0.19387755102040816
11071,1.03,0.1760204081632653,1.02,0.1479591836734694,1.03,0.13010204081632654
11072,1,0.34438775510204084,1,0.2551020408163265,1,0.2372448979591837
11073,1.05,0.18622448979591838,1.02,0.15306122448979595,1.04,0.1403061224489796
11074,1.12,0.16071428571428573,1.01,0.1326530612244898,1.07,0.10969387755102042
11076,1.09,0.20918367346938777,1.05,0.2346938775510204,1.05,0.15561224489795916
11077,0.86,0.18877551020408162,0.97,0.2040816326530612,0.94,0.16071428571428573
11078,0.78,0.1913265306122449,0.98,0.2372448979591837,0.9,0.1760204081632653
11079,1.02,0.13775510204081634,1.02,0.1326530612244898,1.02,0.10969387755102039
11080,0.92,0.20918367346938777,0.87,0.2627551020408163,0.87,0.16326530612244897
11081,0.89,0.1173469387755102,0.96,0.13010204081632654,0.93,0.09183673469387758
11082,1.05,0.19387755102040816,0.96,0.17346938775510204,0.98,0.16326530612244897
11083,1.01,0.18622448979591838,0.98,0.15306122448979595,0.99,0.14540816326530615
11084,0.94,0.18112244897959187,0.99,0.211734693877551,0.95,0.1479591836734694
11085,0.93,0.21683673469387754,0.97,0.24234693877551022,0.94,0.17346938775510207
11086,0.97,0.1658163265306123,0.97,0.15306122448979595,0.97,0.125
11087,0.97,0.18367346938775514,0.99,0.1760204081632653,0.96,0.14540816326530615
11088,0.98,0.32653061224489793,0.99,0.211734693877551,0.97,0.17857142857142858
11089,1.1,0.2270408163265306,0.97,0.163265306122449,1.01,0.1530612244897959
11090,1.13,0.2576530612244898,0.97,0.1964285714285714,1.07,0.20918367346938774
11091,0.95,0.1887755102040816,0.94,0.17602040816326534,0.96,0.14285714285714288
11092,1.2,0.1964285714285714,1.03,0.16581632653061223,1.13,0.16071428571428573
11093,1.18,0.20408163265306123,1.03,0.1683673469387755,1.13,0.16071428571428575
11094,1.19,0.211734693877551,1.01,0.15816326530612243,1.11,0.16836734693877553
11095,1.16,0.1785714285714286,1,0.1479591836734694,1.11,0.14030612244897958
11096,1.19,0.211734693877551,1.06,0.15561224489795916,1.14,0.16836734693877553
11097,1.78,0.3418367346938776,1.01,0.22959183673469388,1.34,0.26785714285714285
11098,1.23,0.1556122448979592,1.03,0.12755102040816327,1.15,0.14540816326530615
11099,1.2,0.1887755102040816,0.99,0.14285714285714288,1.11,0.14030612244897958
11100,1.16,0.29591836734693877,0.86,0.1913265306122449,1.02,0.18877551020408162
11101,1.25,0.3061224489795918,0.89,0.1709183673469388,1.05,0.18877551020408162
11102,1.11,0.25255102040816324,0.88,0.19387755102040816,1.03,0.19387755102040813
11103,1.12,0.16071428571428573,0.98,0.12755102040816327,1.07,0.11734693877551022
11104,1.11,0.20918367346938777,1.02,0.17857142857142858,1.09,0.1556122448979592
11105,1.08,0.1836734693877551,0.99,0.15051020408163268,1.05,0.13775510204081637
11106,1.14,0.22959183673469385,1,0.18877551020408162,1.08,0.16581632653061226
11107,1.06,0.16071428571428575,0.97,0.13520408163265307,1.04,0.15051020408163263
11108,1.04,0.20153061224489796,0.97,0.15561224489795922,1.09,0.18367346938775514
11109,1.04,0.11989795918367346,1.02,0.09438775510204081,1.06,0.09693877551020408
11110,1.03,0.15816326530612243,1,0.12244897959183673,1.05,0.11479591836734696
11111,1.08,0.18877551020408162,0.96,0.1403061224489796,1.06,0.16836734693877553
11112,1.03,0.21683673469387754,0.97,0.1709183673469388,1,0.15816326530612249
11113,1.11,0.14795918367346939,0.99,0.11989795918367346,1.05,0.10969387755102042
11114,1.2,0.24489795918367346,1.02,0.1403061224489796,1.13,0.15306122448979592
11115,1.14,0.1862244897959184,1.04,0.14540816326530615,1.12,0.15051020408163265
11116,1.08,0.21173469387755103,1.01,0.15051020408163268,1.06,0.14540816326530612
11117,1.09,0.19387755102040816,0.97,0.14540816326530615,1.04,0.11479591836734696
11118,1.05,0.19642857142857142,1.05,0.1607142857142857,1.09,0.16071428571428573
11119,1.14,0.25255102040816324,0.93,0.2040816326530612,1.12,0.19387755102040818
11120,1.19,0.24489795918367346,0.94,0.20663265306122447,1.11,0.1989795918367347
11121,1.07,0.23214285714285715,0.94,0.22704081632653061,1.08,0.1760204081632653
11122,1.03,0.17857142857142858,1.03,0.16071428571428575,1.07,0.1352040816326531
11123,1.03,0.1683673469387755,1.02,0.1479591836734694,1.07,0.13520408163265304
11124,0.92,0.26785714285714285,0.93,0.1862244897959184,0.96,0.18367346938775514
11125,1.03,0.1836734693877551,0.97,0.11989795918367346,1.04,0.10969387755102042
11126,1.37,0.3877551020408163,0.98,0.20153061224489793,1.1,0.2346938775510204
11127,1.14,0.26275510204081637,0.98,0.1836734693877551,1.06,0.17346938775510204
11128,1.08,0.35714285714285715,1,0.22959183673469388,1.03,0.24744897959183676
11129,1.09,0.14540816326530612,1.01,0.10969387755102039,1.07,0.09948979591836735
11130,1.18,0.1785714285714286,0.89,0.1377551020408163,1.04,0.13265306122448983
11131,1.09,0.18877551020408162,0.95,0.16326530612244902,1.04,0.13010204081632656
11132,1.15,0.21683673469387751,0.91,0.13775510204081634,1.02,0.1403061224489796
11133,1.05,0.22704081632653064,0.93,0.16581632653061226,1,0.15051020408163268
11134,1,0.18112244897959184,0.92,0.125,0.98,0.10969387755102039
11135,1.02,0.125,0.93,0.08673469387755105,0.97,0.08673469387755099
11136,1.07,0.17857142857142858,0.93,0.11479591836734693,1.02,0.11479591836734693
11137,1.14,0.25,0.92,0.17346938775510207,1.08,0.1683673469387755
11138,1.13,0.29336734693877553,0.88,0.17346938775510207,0.99,0.2372448979591837
11139,1.01,0.24234693877551022,0.94,0.163265306122449,1.01,0.23214285714285715
11140,1.09,0.20153061224489796,0.95,0.125,1.03,0.16326530612244897
11141,1.12,0.18112244897959187,0.92,0.13520408163265304,1.06,0.15816326530612243
11142,1.25,0.26275510204081637,0.95,0.18112244897959187,1.15,0.19387755102040813
11143,1.47,0.2576530612244898,0.86,0.17857142857142858,1.21,0.24744897959183676
11144,1.09,0.1989795918367347,0.89,0.1556122448979592,0.98,0.1326530612244898
11145,1.11,0.22448979591836732,0.88,0.1709183673469388,0.99,0.15051020408163268
11146,0.98,0.19387755102040813,0.92,0.14540816326530612,0.95,0.12244897959183673
11147,0.97,0.17602040816326534,0.97,0.13520408163265307,0.92,0.11479591836734693
11148,1.13,0.2576530612244898,0.93,0.16836734693877556,1.02,0.15816326530612243
11149,1.09,0.19387755102040816,0.96,0.16836734693877553,1.03,0.1479591836734694
11150,1.17,0.2831632653061224,0.85,0.14795918367346939,1.01,0.15561224489795922
11151,0.98,0.19642857142857142,1,0.125,1,0.12244897959183673
11152,0.87,0.22448979591836732,1.03,0.21938775510204084,0.9,0.14540816326530612
11153,0.89,0.1862244897959184,1.05,0.16581632653061223,0.96,0.12244897959183673
11154,0.88,0.22448979591836737,0.94,0.20918367346938774,0.88,0.15816326530612246
11155,1.57,0.5102040816326531,1.07,0.24999999999999997,1.24,0.37755102040816324
11156,0.98,0.15306122448979595,1.04,0.1326530612244898,1.01,0.12244897959183673
11157,0.87,0.19897959183673466,1.04,0.2066326530612245,0.99,0.16326530612244902
11158,0.79,0.1760204081632653,0.99,0.18877551020408162,0.93,0.17346938775510207
11159,0.96,0.21173469387755103,1,0.15816326530612249,1.02,0.14795918367346939
11160,0.88,0.3163265306122449,1.13,0.2780612244897959,1,0.22448979591836735
11162,0.86,0.1683673469387755,1.07,0.1607142857142857,0.95,0.1403061224489796
11163,0.75,0.1403061224489796,1.07,0.21173469387755103,0.89,0.14030612244897958
11164,0.8,0.1760204081632653,1.13,0.23979591836734693,0.92,0.14285714285714285
11165,0.89,0.15816326530612246,1.06,0.1403061224489796,0.95,0.13775510204081634
11166,0.88,0.1785714285714286,1.06,0.19387755102040816,0.94,0.1403061224489796
11167,0.99,0.17346938775510207,1.03,0.14285714285714288,1.01,0.11479591836734693
11168,0.88,0.17346938775510207,1.09,0.19387755102040816,1.01,0.16581632653061223
11169,1.03,0.1989795918367347,1.04,0.20918367346938777,1.06,0.17346938775510204
11170,0.97,0.1403061224489796,1.02,0.1173469387755102,0.99,0.09693877551020405
11171,0.98,0.23979591836734696,0.94,0.19387755102040813,1.02,0.1989795918367347
11172,0.97,0.17857142857142858,0.95,0.1658163265306123,0.96,0.125
11173,1,0.20663265306122447,0.93,0.15816326530612246,0.95,0.1403061224489796
11174,1,0.18877551020408162,1,0.17091836734693883,0.98,0.13010204081632654
11175,1,0.14540816326530615,0.96,0.13010204081632654,0.97,0.10459183673469385
11176,0.93,0.211734693877551,0.9,0.19387755102040818,0.94,0.14540816326530612
11177,1.18,0.23214285714285712,1.04,0.15816326530612243,1.12,0.15306122448979592
11178,0.93,0.16836734693877553,0.99,0.1658163265306123,1.03,0.13520408163265307
11179,1.14,0.19642857142857142,1.02,0.11989795918367346,1.11,0.10969387755102045
11180,1.01,0.2576530612244897,0.93,0.20918367346938774,0.93,0.16836734693877553
11181,1.01,0.14540816326530615,0.96,0.13010204081632654,0.98,0.10204081632653059
11182,1.29,0.4056122448979592,1.05,0.2959183673469388,1.14,0.24744897959183676
11183,1.1,0.13520408163265304,1.02,0.1173469387755102,1.07,0.09693877551020408
11184,1.03,0.18622448979591838,1.01,0.1887755102040816,1.02,0.17857142857142858
11185,1.06,0.16581632653061223,1.04,0.1479591836734694,1.06,0.12500000000000003
11186,1.11,0.2627551020408163,0.99,0.20918367346938774,1.04,0.18622448979591838
11187,0.97,0.1403061224489796,0.99,0.11989795918367346,0.97,0.10459183673469385
11188,1,0.18622448979591838,1.01,0.15561224489795922,1.01,0.12244897959183673
11189,0.96,0.13775510204081634,1.02,0.125,1.01,0.11224489795918369
11190,1,0.20918367346938777,0.98,0.14285714285714288,0.99,0.12244897959183673
11191,1.08,0.25000000000000006,0.89,0.1709183673469388,0.96,0.1326530612244898
11192,1.04,0.15816326530612243,0.99,0.1173469387755102,1.01,0.10969387755102039
11193,1.11,0.20918367346938777,0.99,0.1479591836734694,1.03,0.1556122448979592
11194,1.04,0.1454081632653061,0.99,0.11479591836734693,1.02,0.10204081632653061
11195,1.29,0.298469387755102,0.88,0.2346938775510204,1.08,0.2219387755102041
11196,1.17,0.1862244897959184,1.02,0.12755102040816327,1.07,0.11989795918367349
11197,1.52,0.49489795918367346,0.97,0.2576530612244898,1.19,0.27295918367346933
11198,1.18,0.19132653061224492,1.01,0.12755102040816327,1.1,0.13520408163265304
11199,1.57,0.4158163265306123,0.94,0.2423469387755102,1.2,0.28826530612244894
11200,1.16,0.22193877551020405,1,0.1479591836734694,1.11,0.15816326530612246
11201,1.12,0.21683673469387751,0.98,0.16326530612244902,1.07,0.17091836734693877
11202,0.9,0.19642857142857145,1.01,0.18877551020408162,0.95,0.1556122448979592
11203,0.89,0.18877551020408168,0.99,0.211734693877551,0.94,0.1785714285714286
11204,0.84,0.25,1.06,0.23724489795918366,1,0.20918367346938774
11205,1.02,0.13520408163265307,1.03,0.1275510204081633,1.04,0.10714285714285715
11206,0.9,0.21938775510204078,1.06,0.1683673469387755,0.96,0.15306122448979592
11207,0.79,0.3137755102040816,0.99,0.25255102040816324,0.88,0.20153061224489796
11208,0.92,0.15816326530612246,1.04,0.1607142857142857,0.95,0.12244897959183673
11209,0.96,0.15051020408163268,1.07,0.14540816326530612,1,0.10714285714285712
11210,0.89,0.17346938775510207,1.06,0.17091836734693877,0.97,0.1326530612244898
11211,0.96,0.2576530612244898,1.02,0.18622448979591838,0.95,0.19897959183673466
11212,0.91,0.23979591836734693,1.08,0.3596938775510204,0.96,0.20153061224489793
11213,0.89,0.25255102040816324,1.01,0.211734693877551,0.96,0.18112244897959187
11214,0.85,0.2066326530612245,1.06,0.1836734693877551,0.95,0.13775510204081634
11215,1.06,0.20918367346938777,1.08,0.17091836734693877,1.05,0.14795918367346939
11216,1.12,0.33418367346938777,1.07,0.2908163265306123,1.06,0.2933673469387755
11217,1,0.1913265306122449,1.05,0.15561224489795922,1.01,0.13775510204081634
11218,1.03,0.14540816326530615,1,0.13520408163265307,1,0.11224489795918366
11219,0.96,0.20153061224489793,0.99,0.1760204081632653,0.97,0.14285714285714288
11220,1.07,0.24234693877551022,1,0.2193877551020408,0.99,0.22193877551020408
11221,1,0.16326530612244897,1.03,0.14285714285714288,1.01,0.10459183673469385
11222,1.11,0.2091836734693877,1.09,0.20153061224489796,1.04,0.14030612244897964
11223,1.12,0.2066326530612245,1.09,0.18622448979591838,1.14,0.19132653061224486
11224,1.01,0.17091836734693883,1.12,0.20663265306122447,1.04,0.15051020408163265
11225,1.04,0.17857142857142858,1.12,0.17602040816326534,1.09,0.15051020408163265
11226,1.02,0.17091836734693877,1.06,0.15816326530612243,1.04,0.12500000000000003
11227,1.06,0.19387755102040816,1.15,0.2423469387755102,1.12,0.16581632653061226
11228,0.92,0.18367346938775514,1.12,0.21173469387755098,0.98,0.15306122448979595
11229,0.93,0.20918367346938777,1.08,0.2270408163265306,1,0.1913265306122449
11230,1.05,0.2755102040816327,1.11,0.24744897959183673,1.09,0.21428571428571425
11231,1.01,0.16326530612244902,1.1,0.17346938775510204,1.07,0.11989795918367349
11232,1.15,0.2806122448979592,1.03,0.20918367346938777,1.1,0.2066326530612245
11233,0.97,0.16071428571428573,1.08,0.17091836734693877,1.03,0.1173469387755102
11234,1.18,0.2627551020408163,1.19,0.211734693877551,1.19,0.22448979591836735
11235,0.96,0.20663265306122447,1.17,0.22704081632653061,1.08,0.19642857142857145
11236,0.68,0.16836734693877556,0.96,0.22704081632653061,0.82,0.13010204081632654
11237,0.85,0.1709183673469388,0.94,0.163265306122449,0.88,0.11989795918367349
11238,0.92,0.20663265306122447,0.95,0.1556122448979592,0.91,0.1224489795918367
11239,0.88,0.20663265306122447,0.96,0.16836734693877553,0.87,0.1301020408163265
11240,0.81,0.17346938775510204,0.91,0.18112244897959187,0.85,0.1403061224489796
11241,0.95,0.24234693877551022,0.99,0.18622448979591832,0.96,0.125
11242,0.74,0.1913265306122449,0.9,0.18367346938775514,0.8,0.1403061224489796
11243,0.93,0.1785714285714286,0.95,0.1556122448979592,0.92,0.13010204081632654
11244,0.76,0.2193877551020408,0.88,0.2576530612244898,0.85,0.1607142857142857
11245,1,0.1913265306122449,0.96,0.125,0.98,0.10459183673469385
11246,0.84,0.25510204081632654,1.07,0.2602040816326531,0.95,0.19387755102040813
11247,0.99,0.15561224489795922,0.99,0.125,0.98,0.11224489795918366
11248,0.78,0.2295918367346939,1.02,0.2372448979591837,0.89,0.17602040816326534
11249,0.91,0.163265306122449,0.98,0.12244897959183673,0.94,0.09693877551020405
11250,0.82,0.16071428571428573,0.96,0.18112244897959182,0.87,0.13265306122448978
11251,0.87,0.2602040816326531,1.06,0.38010204081632654,0.89,0.1913265306122449
11252,0.9,0.1173469387755102,0.96,0.11989795918367346,0.91,0.08163265306122451
11253,0.83,0.15306122448979592,0.97,0.15561224489795922,0.88,0.13265306122448983
11254,0.92,0.14030612244897958,1,0.14285714285714288,0.94,0.10969387755102039
11255,0.79,0.1479591836734694,0.96,0.17857142857142858,0.87,0.11479591836734696
11256,1.39,0.4260204081632653,1.03,0.2653061224489796,1.16,0.30357142857142855
11257,1.13,0.14795918367346939,1.03,0.11734693877551022,1.09,0.09948979591836737
11258,1.05,0.2448979591836735,1.03,0.19642857142857142,1.06,0.2219387755102041
11259,1.06,0.15816326530612243,1.03,0.13520408163265307,1.07,0.10969387755102042
11260,0.97,0.15051020408163268,1,0.14285714285714288,0.99,0.1326530612244898
11261,1.2,0.35969387755102045,1.08,0.2831632653061224,1.07,0.3418367346938776
11262,1.04,0.1760204081632653,1.01,0.13010204081632654,1.04,0.13775510204081637
11263,1.08,0.18622448979591838,1.02,0.1403061224489796,1.04,0.14795918367346936
11264,0.99,0.17602040816326534,1,0.15051020408163268,1,0.1403061224489796
11265,1.09,0.25510204081632654,1,0.16071428571428575,1.01,0.15051020408163268
11266,1.11,0.18367346938775514,1.04,0.1352040816326531,1.07,0.1301020408163265
11267,0.91,0.19897959183673466,0.94,0.18622448979591832,0.91,0.1377551020408163
11268,0.97,0.20918367346938774,0.96,0.19387755102040813,0.94,0.14795918367346939
11269,0.89,0.201530612244898,0.93,0.1709183673469388,0.91,0.15306122448979592
11270,0.91,0.18367346938775514,0.96,0.16071428571428573,0.92,0.13520408163265304
11271,0.97,0.11989795918367346,0.98,0.10204081632653059,0.96,0.08673469387755099
11272,1.12,0.1862244897959184,0.97,0.11989795918367346,1.07,0.1556122448979592
11273,1.14,0.20408163265306123,0.96,0.16836734693877556,1.13,0.1862244897959184
11274,1.2,0.2755102040816327,0.97,0.15561224489795922,1.12,0.2040816326530612
11275,1.1,0.1760204081632653,0.99,0.12755102040816327,1.06,0.12244897959183676
11276,1.15,0.24234693877551017,0.95,0.1403061224489796,1.11,0.1964285714285714
11277,1.29,0.31632653061224486,0.96,0.1403061224489796,1.17,0.2040816326530612
11278,1.11,0.2295918367346939,0.97,0.16326530612244902,1.07,0.15306122448979592
11279,1.02,0.17346938775510207,0.97,0.1734693877551021,1.02,0.1403061224489796
11280,1.18,0.22959183673469385,0.97,0.1734693877551021,1.07,0.16581632653061223
11281,1.14,0.16071428571428573,0.97,0.11989795918367346,1.07,0.11989795918367349
11282,1.03,0.22448979591836735,0.92,0.2346938775510204,0.98,0.18622448979591832
11283,1.12,0.19387755102040818,0.95,0.1479591836734694,1.06,0.13010204081632656
11284,0.87,0.18877551020408162,0.92,0.13775510204081634,0.91,0.15561224489795916
11285,0.88,0.16581632653061226,0.97,0.13775510204081634,0.92,0.13265306122448978
11286,0.88,0.15306122448979592,0.94,0.13775510204081634,0.91,0.1301020408163265
11287,0.89,0.1862244897959184,0.95,0.18112244897959184,0.93,0.17602040816326534
11288,1.01,0.13520408163265307,0.95,0.10204081632653059,1,0.10714285714285712
11289,0.9,0.14540816326530612,0.97,0.1173469387755102,0.94,0.11734693877551017
11290,0.88,0.15051020408163265,1.01,0.17346938775510204,0.92,0.11224489795918366
11291,0.93,0.163265306122449,1.08,0.163265306122449,0.97,0.13775510204081634
11292,0.85,0.16071428571428573,1.09,0.15051020408163265,0.94,0.10714285714285712
11293,0.86,0.14795918367346939,1.05,0.1479591836734694,0.91,0.10714285714285712
11294,0.87,0.16581632653061223,1.06,0.1607142857142857,0.93,0.1173469387755102
11295,0.87,0.163265306122449,1.04,0.15306122448979595,0.91,0.11989795918367344
11296,0.84,0.16326530612244897,1.01,0.13775510204081634,0.88,0.1224489795918367
11297,0.86,0.10969387755102042,1.04,0.10969387755102042,0.94,0.08418367346938778
11298,0.84,0.1607142857142857,1.01,0.16071428571428575,0.93,0.1326530612244898
11299,0.98,0.14540816326530615,1.01,0.13520408163265307,0.97,0.11989795918367346
11300,0.93,0.15051020408163265,0.99,0.13775510204081634,0.93,0.10969387755102045
11301,0.9,0.14540816326530612,1.01,0.16071428571428575,0.94,0.13265306122448978
11302,0.89,0.1709183673469388,1.02,0.13520408163265307,0.92,0.10969387755102039
11303,0.97,0.16836734693877556,1.06,0.15051020408163263,0.99,0.1173469387755102
11304,1.05,0.1913265306122449,1,0.14285714285714288,1,0.1403061224489796
11305,1.02,0.15816326530612243,0.97,0.15816326530612246,1.01,0.12244897959183676
11306,1.03,0.16326530612244902,0.95,0.13520408163265307,0.98,0.1173469387755102
11307,0.94,0.1479591836734694,1.11,0.14540816326530612,0.98,0.11989795918367346
11308,0.96,0.1479591836734694,1.03,0.1403061224489796,0.98,0.10204081632653061
11309,0.89,0.15816326530612246,1.07,0.14540816326530612,0.95,0.11989795918367346
11310,0.91,0.1862244897959184,1.02,0.14540816326530615,0.93,0.1173469387755102
11311,0.99,0.1785714285714286,0.99,0.14540816326530615,0.96,0.11989795918367346
11312,0.98,0.13010204081632654,0.99,0.09948979591836735,0.96,0.08928571428571426
11313,0.99,0.1760204081632653,1.04,0.1836734693877551,1,0.1403061224489796
11314,0.98,0.1709183673469388,0.97,0.14285714285714288,0.97,0.12755102040816327
11315,0.96,0.19387755102040813,1,0.1658163265306123,0.99,0.1479591836734694
11316,1.02,0.16326530612244897,0.99,0.1479591836734694,1.01,0.13010204081632654
11317,1.02,0.14540816326530615,0.99,0.15816326530612249,1.02,0.13265306122448983
11318,0.99,0.14285714285714288,1,0.11989795918367346,0.99,0.10204081632653061
11319,0.9,0.14795918367346939,0.95,0.13520408163265307,0.95,0.1173469387755102
11320,1.08,0.27040816326530615,0.89,0.1862244897959184,0.96,0.17091836734693883
11321,1.05,0.21683673469387757,0.89,0.16836734693877553,0.94,0.1326530612244898
11322,1.09,0.17602040816326534,0.86,0.1224489795918367,0.95,0.11224489795918366
11323,1.11,0.1989795918367347,0.88,0.1377551020408163,0.98,0.12244897959183673
11325,1.03,0.20153061224489796,0.9,0.14795918367346939,0.92,0.13010204081632654
11326,0.91,0.11989795918367346,0.93,0.12244897959183673,0.89,0.0969387755102041
11327,0.82,0.13775510204081634,0.99,0.15816326530612249,0.86,0.10459183673469391
11328,1.03,0.1530612244897959,0.91,0.13520408163265304,0.92,0.11224489795918366
11329,0.98,0.1989795918367347,0.92,0.20153061224489793,0.92,0.12244897959183673
11330,1.1,0.18112244897959184,0.9,0.14285714285714285,0.97,0.1403061224489796
11331,1.13,0.18877551020408168,0.9,0.14540816326530612,0.96,0.14540816326530615
11332,1.02,0.1326530612244898,0.92,0.1173469387755102,0.93,0.09948979591836732
11333,0.93,0.14540816326530615,0.88,0.1556122448979592,0.87,0.11479591836734696
11334,1.04,0.19642857142857142,0.89,0.14540816326530612,0.93,0.1326530612244898
11335,1.22,0.19897959183673466,0.9,0.11989795918367346,0.99,0.11734693877551022
11336,1.05,0.17091836734693877,0.93,0.19132653061224486,0.96,0.14285714285714288
11337,1.01,0.1760204081632653,0.92,0.13520408163265304,0.93,0.12244897959183673
