SA2_code,y.uterine.female,sd.uterine.female
11189,0.98,0.11224489795918366
11190,0.98,0.11989795918367346
11191,0.98,0.18112244897959182
11192,0.97,0.10714285714285712
11193,0.99,0.1326530612244898
11194,0.97,0.09693877551020405
11195,0.9,0.2142857142857143
11196,0.97,0.11989795918367346
11197,0.98,0.20918367346938777
11198,0.99,0.10459183673469385
11199,1,0.23979591836734696
11200,1,0.13520408163265307
11201,0.96,0.14285714285714288
11202,0.98,0.18877551020408168
11203,0.96,0.1862244897959184
11204,0.98,0.19132653061224486
11205,0.97,0.10204081632653059
11206,1,0.15051020408163268
11207,1.02,0.25255102040816324
11208,1.02,0.1326530612244898
11209,1.05,0.11989795918367349
11210,1.06,0.1683673469387755
11211,1.03,0.20918367346938777
11212,1.06,0.25255102040816324
11213,1.03,0.17091836734693877
11214,1.09,0.18112244897959184
11215,1.1,0.16581632653061226
11216,0.99,0.22448979591836735
11217,1.06,0.15051020408163265
11218,1.02,0.12244897959183676
11219,1.12,0.17346938775510207
11220,1.11,0.21938775510204084
11221,1.09,0.13520408163265304
11222,1.01,0.13520408163265307
11223,1.02,0.14540816326530615
11224,1,0.13010204081632654
11225,1.04,0.13010204081632656
11226,1.03,0.13265306122448983
11227,1.05,0.1683673469387755
11228,0.98,0.13520408163265307
11229,0.97,0.17091836734693877
11230,1.04,0.19642857142857142
11231,1.03,0.1275510204081633
11232,1.09,0.2142857142857143
11233,1.04,0.14285714285714288
11234,1.03,0.15051020408163263
11235,1,0.17346938775510204
11236,0.92,0.211734693877551
11237,0.94,0.13010204081632654
11238,0.97,0.1326530612244898
11239,0.94,0.14540816326530615
11240,0.97,0.1709183673469388
11241,0.93,0.13775510204081634
11242,0.97,0.1734693877551021
11243,0.97,0.125
11244,0.98,0.2653061224489796
11245,0.97,0.11989795918367346
11246,0.9,0.1862244897959184
11247,1,0.11989795918367346
11248,0.91,0.19132653061224492
11249,0.96,0.10204081632653059
11250,0.94,0.14795918367346939
11251,1.09,0.2219387755102041
11252,0.99,0.10459183673469388
11253,0.97,0.13775510204081634
11254,0.98,0.1326530612244898
11255,0.92,0.13265306122448978
11256,1.1,0.23469387755102042
11257,1,0.09693877551020408
11258,0.97,0.1734693877551021
11259,1,0.10714285714285712
11260,1,0.10714285714285712
11261,1.05,0.24744897959183673
11262,1.01,0.12244897959183673
11263,1,0.13010204081632654
11264,1,0.12755102040816327
11265,1.06,0.1530612244897959
11266,1.04,0.11989795918367346
11267,1.01,0.17091836734693883
11268,1.02,0.18112244897959184
11269,0.98,0.15306122448979595
11270,1.04,0.18112244897959184
11271,1.03,0.09693877551020408
11272,1.04,0.11989795918367349
11273,1.06,0.1479591836734694
11274,1.03,0.1479591836734694
11275,1.02,0.11479591836734696
11276,1.03,0.16326530612244897
11277,1.04,0.14795918367346936
11278,1.03,0.1479591836734694
11279,1.06,0.18112244897959184
11280,1.06,0.16326530612244897
11281,1.04,0.11989795918367349
11282,0.97,0.23214285714285715
11283,1.02,0.13775510204081634
11284,1.01,0.15306122448979595
11285,1.01,0.125
11286,1.03,0.14285714285714288
11287,1.01,0.17857142857142858
11288,1.02,0.09948979591836735
11289,1.02,0.11989795918367346
11290,1.04,0.12500000000000003
11291,1.03,0.125
11292,1.02,0.12755102040816327
11293,1.04,0.11989795918367349
11294,1.01,0.125
11295,1.02,0.11479591836734696
11296,1,0.1173469387755102
11297,0.99,0.08673469387755102
11298,0.94,0.13775510204081634
11299,1,0.1173469387755102
11300,1.02,0.12244897959183673
11301,1.01,0.13520408163265307
11302,1.01,0.12244897959183673
11303,1.05,0.14030612244897964
11304,1.07,0.13520408163265307
11305,1.13,0.14030612244897958
11306,1.07,0.1454081632653061
11307,1.06,0.12244897959183676
11308,1.04,0.11734693877551022
11309,1.06,0.1326530612244898
11310,1.07,0.13520408163265304
11311,1.07,0.1275510204081633
11312,1.06,0.09693877551020408
11313,1.08,0.14030612244897958
11314,1.08,0.1454081632653061
11315,1.07,0.13520408163265304
11316,1.06,0.13265306122448983
11317,1.07,0.13775510204081637
11318,1.07,0.10969387755102042
11319,1.09,0.11989795918367349
11320,1.08,0.1989795918367347
11321,1.03,0.17091836734693877
11322,1.06,0.11989795918367349
11323,1.07,0.14285714285714285
11325,1.05,0.14795918367346936
11326,1.05,0.12244897959183676
11327,1.05,0.15816326530612243
11328,1.08,0.13265306122448983
11329,1.02,0.15816326530612243
11330,1.07,0.13520408163265304
11331,1.02,0.16581632653061223
11332,1.07,0.1275510204081633
11333,1.05,0.1530612244897959
11334,1.02,0.15816326530612243
11335,1.06,0.11479591836734696
11336,1.03,0.14540816326530615
11337,1.05,0.1403061224489796
11338,1.09,0.163265306122449
11339,1.05,0.1760204081632653
11340,1.1,0.19387755102040816
11341,1.04,0.14285714285714288
11343,1.09,0.1352040816326531
11344,1.13,0.20153061224489796
11345,1.03,0.11479591836734696
11346,1.13,0.21173469387755103
11347,1.02,0.17346938775510204
11348,1.05,0.16581632653061223
11349,1.06,0.12244897959183676
11350,1.07,0.1760204081632653
11351,1.11,0.15816326530612246
11352,1.09,0.15051020408163265
11353,1,0.1173469387755102
11354,1.07,0.1275510204081633
11355,1.04,0.1275510204081633
11356,1.01,0.12244897959183673
11357,1.06,0.14285714285714285
11358,1.03,0.13520408163265307
11359,0.97,0.13775510204081634
11360,1.01,0.14285714285714288
11361,1.05,0.12244897959183676
11362,1.07,0.1352040816326531
11363,1.1,0.1530612244897959
11364,1.06,0.11989795918367349
11365,1.08,0.15306122448979592
11366,1.04,0.1403061224489796
11367,1.05,0.13010204081632656
11368,1.04,0.12755102040816327
11369,1.06,0.1607142857142857
11370,1.03,0.11734693877551022
11371,1.08,0.21683673469387757
11372,1.04,0.1760204081632653
11373,1.05,0.14285714285714288
11374,1.03,0.15051020408163268
11375,1.04,0.11479591836734696
11376,1.02,0.13010204081632654
11377,1.04,0.12755102040816327
11378,1.03,0.15306122448979595
11379,1.04,0.13775510204081634
11380,1.04,0.14540816326530615
11381,1,0.15051020408163268
11382,1.05,0.1836734693877551
11383,1.07,0.1785714285714286
11384,1.07,0.16581632653061226
11385,1.01,0.22704081632653061
11386,1.06,0.14795918367346939
11387,1.02,0.3112244897959184
11388,1.06,0.15561224489795916
11389,1.07,0.21938775510204084
11390,1.13,0.15816326530612246
11391,1.11,0.15816326530612246
11392,1.1,0.14285714285714285
11393,1.08,0.13520408163265304
11394,1.07,0.13010204081632656
11395,1.1,0.14540816326530612
11396,1.06,0.1454081632653061
11397,1.07,0.12244897959183676
11398,0.94,0.125
11399,0.98,0.14285714285714288
11400,0.9,0.14795918367346939
11401,0.96,0.13775510204081634
11402,0.96,0.15306122448979595
11403,0.97,0.11989795918367346
11404,0.91,0.1785714285714286
11405,1,0.12755102040816327
11406,1,0.125
11407,0.97,0.11479591836734693
11408,0.97,0.1173469387755102
11409,0.96,0.13010204081632654
11410,1.01,0.13010204081632654
11411,0.97,0.10459183673469385
11412,0.95,0.11989795918367346
11413,0.92,0.15306122448979592
11414,0.91,0.14285714285714285
11415,0.9,0.19642857142857145
11416,0.9,0.16581632653061226
11417,0.91,0.18112244897959187
11418,1.02,0.15816326530612243
11419,1.02,0.17857142857142858
11420,0.93,0.24744897959183673
11421,0.95,0.19387755102040818
11422,0.92,0.20663265306122447
11423,0.94,0.20918367346938774
11424,0.99,0.14540816326530615
11425,0.99,0.1658163265306123
11426,1,0.17602040816326534
11427,1.03,0.13775510204081634
11428,1.02,0.13010204081632654
11429,0.99,0.15051020408163268
11430,1.03,0.13775510204081634
11431,0.97,0.23979591836734696
11432,0.99,0.1403061224489796
11433,1.09,0.14540816326530612
11434,1.09,0.17346938775510207
11435,1.06,0.11734693877551022
11436,1.03,0.15816326530612243
11437,1.04,0.12500000000000003
11438,1.04,0.14795918367346939
11440,1.04,0.11479591836734696
11441,1.02,0.13520408163265307
11442,0.99,0.1760204081632653
11443,1.06,0.16326530612244897
11444,1.09,0.14285714285714285
11445,1.03,0.14540816326530615
11446,1.05,0.09948979591836735
11447,1.04,0.1275510204081633
11448,1.04,0.11989795918367349
11449,1.02,0.13010204081632654
11450,1.02,0.17346938775510204
11451,1.03,0.11734693877551022
11452,1.05,0.14795918367346936
11453,1.01,0.1403061224489796
11454,1.02,0.13010204081632654
11455,1.07,0.15051020408163263
11456,1.03,0.09183673469387756
11457,1.1,0.163265306122449
11458,1.06,0.11734693877551022
11459,1.03,0.13010204081632654
11460,1.02,0.17091836734693877
11461,1.04,0.13775510204081634
11462,1.1,0.1556122448979592
11463,1.06,0.10459183673469388
11464,1.07,0.1607142857142857
11465,1.06,0.16326530612244897
11466,1.02,0.16326530612244897
11467,1.02,0.14285714285714288
11468,1.05,0.12244897959183676
11469,1.09,0.14795918367346939
11470,1.13,0.18622448979591838
11471,1.1,0.10969387755102042
11472,1.05,0.13010204081632656
11473,1.05,0.13775510204081634
11474,1.07,0.13265306122448983
11475,1.05,0.16326530612244897
11476,0.99,0.11989795918367346
11477,1,0.13010204081632654
11478,1,0.13775510204081634
11479,1.04,0.11734693877551022
11480,1.06,0.11734693877551022
11481,1.05,0.1275510204081633
11482,1.05,0.11224489795918369
11483,1.04,0.1326530612244898
11484,1.06,0.1275510204081633
11485,1.06,0.13010204081632656
11486,1.04,0.1454081632653061
11487,1.04,0.15816326530612243
11488,1.07,0.11989795918367349
11489,1.02,0.13775510204081634
11490,1.02,0.1403061224489796
11491,1.03,0.10969387755102042
11492,1.05,0.11224489795918369
11493,1.04,0.1352040816326531
11494,1.04,0.1352040816326531
11495,0.98,0.11989795918367346
11496,1.01,0.1173469387755102
11497,1,0.11479591836734696
11498,1.05,0.18112244897959184
11499,1.05,0.20153061224489796
11500,0.99,0.10714285714285712
11501,1.04,0.13010204081632654
11502,0.99,0.13520408163265307
11503,1.02,0.17346938775510204
11504,1.03,0.14285714285714288
11505,1.05,0.11734693877551022
11506,1.05,0.12500000000000003
11507,1.02,0.12755102040816327
11508,1.01,0.16581632653061223
11509,1.04,0.1326530612244898
11510,1.02,0.11224489795918366
11511,1.07,0.15561224489795916
11512,1.02,0.14540816326530615
11513,1.04,0.13010204081632656
11514,1.05,0.15816326530612243
11515,1.03,0.13265306122448983
11516,1.06,0.1403061224489796
11517,1.04,0.12755102040816327
11518,1.08,0.13010204081632656
11519,1.05,0.12244897959183676
11520,1.07,0.14285714285714285
11521,1.05,0.13775510204081637
11522,1,0.1326530612244898
11523,1.04,0.13775510204081634
11524,1.01,0.125
11525,1.05,0.14285714285714288
11526,1.04,0.13775510204081634
11527,0.95,0.1479591836734694
11528,0.97,0.17602040816326534
11529,1.03,0.1479591836734694
11530,1.01,0.15561224489795922
11531,0.99,0.13520408163265307
11532,0.98,0.163265306122449
11533,0.99,0.15816326530612249
11534,0.93,0.22193877551020408
11535,0.96,0.13010204081632654
11536,1,0.18112244897959184
11537,1,0.13520408163265307
11538,0.99,0.1479591836734694
21001,0.99,0.13010204081632654
21002,1.01,0.1403061224489796
21003,0.98,0.125
21004,1.01,0.1326530612244898
21005,1.01,0.15561224489795922
21006,1,0.15051020408163268
21007,0.98,0.125
21008,0.97,0.1403061224489796
21009,0.95,0.10204081632653059
21010,1,0.10459183673469385
21011,0.98,0.10969387755102039
21012,0.99,0.10204081632653059
21013,1,0.12755102040816327
21014,0.98,0.12755102040816327
21015,0.99,0.1173469387755102
21016,1.04,0.2602040816326531
21017,1.01,0.12755102040816327
21018,0.99,0.13010204081632654
21019,0.96,0.15306122448979595
21020,0.96,0.13520408163265307
21021,0.98,0.13520408163265307
21022,1.01,0.14540816326530615
21023,1,0.16326530612244902
21024,0.97,0.15306122448979595
21025,0.95,0.14540816326530615
21026,0.99,0.125
21027,0.94,0.22704081632653061
21028,0.99,0.10969387755102039
21029,0.99,0.12244897959183673
21030,0.99,0.1326530612244898
21031,0.96,0.11479591836734693
21032,0.97,0.09948979591836732
21033,0.98,0.10459183673469385
21034,0.97,0.1326530612244898
21035,0.99,0.09693877551020405
21036,0.97,0.11224489795918366
21037,0.96,0.14540816326530615
21038,1.01,0.15306122448979595
21039,0.96,0.11989795918367346
21040,0.98,0.125
21041,0.93,0.11989795918367346
21042,0.97,0.11479591836734693
21043,0.96,0.12244897959183673
21044,0.87,0.16581632653061226
21045,0.9,0.1301020408163265
21046,0.99,0.14285714285714288
21047,0.96,0.1479591836734694
21048,0.88,0.17346938775510207
21049,0.98,0.16071428571428575
21050,0.89,0.12499999999999997
21051,0.87,0.20918367346938777
21052,0.88,0.19387755102040816
21053,0.91,0.12755102040816327
21054,0.99,0.11479591836734693
21055,1,0.10969387755102039
21056,0.97,0.1326530612244898
21057,1,0.11989795918367346
21058,1.02,0.14285714285714288
21059,0.97,0.21428571428571427
21060,0.98,0.10459183673469385
21061,0.99,0.1479591836734694
21062,0.97,0.125
21063,0.98,0.22704081632653061
21064,0.99,0.11479591836734693
21065,1,0.125
21066,1.06,0.2219387755102041
21067,0.98,0.10459183673469388
21068,0.98,0.1403061224489796
21069,0.98,0.1403061224489796
21070,0.99,0.11224489795918366
21071,0.98,0.15051020408163268
21072,0.98,0.11989795918367346
21073,0.95,0.14540816326530615
21074,0.99,0.13520408163265307
21075,0.97,0.13775510204081634
21076,1.01,0.1326530612244898
21077,1,0.09948979591836732
21078,0.99,0.14540816326530615
21079,1.01,0.15051020408163268
21081,0.97,0.1887755102040816
21082,0.96,0.11479591836734693
21084,0.95,0.1709183673469388
21085,0.97,0.13775510204081634
21086,0.94,0.15561224489795922
21087,1.01,0.16071428571428575
21088,1.08,0.31122448979591844
21089,1.01,0.15051020408163268
21090,1.02,0.1403061224489796
21091,1.08,0.30612244897959184
21092,1,0.2678571428571428
21093,1.07,0.15051020408163263
21094,1,0.12755102040816327
21095,0.99,0.14285714285714288
21096,0.99,0.17091836734693883
21097,0.99,0.16071428571428575
21098,0.99,0.13775510204081634
21099,0.98,0.125
21100,0.96,0.125
21101,0.97,0.12244897959183673
21102,0.99,0.13775510204081634
21103,1.01,0.1658163265306123
21104,0.96,0.13775510204081634
21105,0.97,0.12244897959183673
21106,0.98,0.11989795918367346
21107,0.94,0.09693877551020405
21108,0.97,0.10969387755102039
21109,0.95,0.12755102040816327
21110,1,0.13775510204081634
21111,1.01,0.12755102040816327
21112,1,0.1173469387755102
21113,0.96,0.11989795918367346
21114,0.96,0.12755102040816327
21115,0.97,0.1326530612244898
21116,0.91,0.1377551020408163
21117,1.01,0.11479591836734693
21118,0.99,0.14540816326530615
21119,0.99,0.10714285714285712
21120,0.97,0.15561224489795922
21121,0.99,0.15561224489795922
21122,1,0.125
21123,1,0.125
21124,0.96,0.10459183673469385
21125,1,0.13010204081632654
21126,0.98,0.11224489795918366
21128,0.98,0.1326530612244898
21129,0.98,0.13775510204081634
21130,0.99,0.1683673469387755
21131,0.97,0.12244897959183673
21132,0.99,0.14285714285714288
21133,1,0.12755102040816327
21134,0.98,0.1173469387755102
21135,0.98,0.13010204081632654
21136,1,0.11989795918367346
21137,0.97,0.11479591836734693
21138,0.97,0.11479591836734693
21139,0.96,0.10969387755102039
21140,0.97,0.12755102040816327
21141,1,0.11989795918367346
21142,1,0.12755102040816327
21143,1.03,0.125
21144,0.96,0.11479591836734693
21145,1,0.09948979591836735
21146,1,0.16071428571428575
21147,0.97,0.10714285714285712
21148,1,0.10459183673469385
21149,0.97,0.1326530612244898
21150,0.98,0.125
21151,0.96,0.11989795918367346
21152,0.95,0.11989795918367346
21153,0.96,0.09693877551020405
21154,1.03,0.13010204081632654
21155,0.95,0.125
21156,1.03,0.13775510204081634
21157,1.03,0.13010204081632654
21158,0.99,0.1173469387755102
21159,1.04,0.1275510204081633
21160,1.04,0.13775510204081637
21161,0.94,0.09693877551020405
21162,0.95,0.1326530612244898
21163,0.96,0.14285714285714288
21164,0.98,0.11989795918367346
21165,0.96,0.10969387755102039
21166,0.98,0.1173469387755102
21167,0.97,0.12755102040816327
21168,1.03,0.15051020408163268
21169,0.96,0.1403061224489796
21170,1,0.1173469387755102
21171,1.02,0.13520408163265307
21172,1.01,0.11989795918367346
21173,1.05,0.18112244897959184
21174,1.03,0.14795918367346936
21175,1,0.11224489795918366
21176,0.99,0.13520408163265307
21177,0.99,0.09693877551020405
21178,1.03,0.13520408163265307
21179,0.99,0.11989795918367346
21180,1,0.16326530612244902
21181,0.99,0.15306122448979595
21182,1.01,0.12244897959183673
21183,1.04,0.1683673469387755
21184,1.03,0.15051020408163268
21185,1.03,0.14540816326530615
21186,1.09,0.20918367346938777
21187,1.06,0.1530612244897959
21188,1.04,0.13520408163265307
21189,1.06,0.1836734693877551
21190,1,0.17346938775510204
21191,1,0.10969387755102039
21193,1.07,0.1836734693877551
21194,0.98,0.11224489795918366
21195,0.99,0.11224489795918366
21196,1,0.1403061224489796
21197,1.01,0.12244897959183673
21198,1.05,0.14030612244897964
21199,1.01,0.11989795918367346
21200,1,0.10714285714285712
21201,1.03,0.13775510204081634
21202,1.04,0.14795918367346936
21203,1.01,0.11224489795918369
21204,1,0.1326530612244898
21205,1,0.1326530612244898
21206,1,0.11224489795918366
21207,1.02,0.1326530612244898
21208,0.97,0.11479591836734693
21209,0.99,0.125
21210,0.97,0.15051020408163268
21211,0.99,0.12755102040816327
21212,0.97,0.09183673469387751
21213,0.99,0.10204081632653059
21214,0.95,0.1403061224489796
21215,0.97,0.1326530612244898
21216,0.98,0.10969387755102039
21217,0.99,0.1326530612244898
21218,0.97,0.10459183673469385
21219,0.96,0.11224489795918366
21220,0.96,0.125
21221,0.95,0.11989795918367346
21222,0.99,0.1403061224489796
21223,0.97,0.10969387755102039
21224,0.96,0.125
21225,0.97,0.11989795918367346
21226,0.97,0.1403061224489796
21228,0.97,0.10714285714285712
21229,1,0.125
21230,0.94,0.1403061224489796
21231,0.96,0.10969387755102039
21232,0.97,0.1173469387755102
21233,1,0.1403061224489796
21234,0.96,0.13010204081632654
21235,0.96,0.09948979591836732
21236,0.97,0.11989795918367346
21237,0.94,0.10969387755102039
21238,0.94,0.10204081632653059
21239,0.98,0.12244897959183673
21240,0.95,0.12755102040816327
21241,0.94,0.11989795918367346
21242,0.92,0.1403061224489796
21243,0.94,0.09693877551020405
21244,0.94,0.10969387755102039
21245,0.93,0.10969387755102039
21246,0.94,0.09438775510204078
21247,0.91,0.1224489795918367
21248,0.96,0.13010204081632654
21249,0.94,0.10714285714285712
21250,0.97,0.15306122448979595
21251,0.93,0.11989795918367346
21252,0.99,0.10969387755102039
21253,0.98,0.11479591836734693
21254,1,0.09948979591836735
21255,0.99,0.10714285714285712
21256,1.03,0.14540816326530615
21257,1.02,0.14285714285714288
21258,1.03,0.11224489795918369
21259,0.92,0.11224489795918366
21260,0.95,0.11989795918367346
21261,0.95,0.09948979591836732
21262,0.97,0.09438775510204078
21263,0.95,0.12244897959183673
21264,0.96,0.11224489795918366
21265,0.96,0.125
21266,0.93,0.09948979591836732
21267,0.91,0.1224489795918367
21268,0.96,0.14540816326530615
21269,0.93,0.10969387755102039
21270,0.95,0.13520408163265307
21271,0.93,0.10714285714285712
21272,0.94,0.10969387755102039
21273,0.95,0.10714285714285712
21274,0.98,0.1326530612244898
21275,0.96,0.11989795918367346
21276,0.98,0.10714285714285712
21277,0.97,0.12244897959183673
21278,0.98,0.1173469387755102
21279,0.97,0.11224489795918366
21280,0.99,0.1326530612244898
21281,1,0.1326530612244898
21282,0.99,0.09948979591836735
21283,0.99,0.125
21284,0.98,0.13775510204081634
21285,0.99,0.12244897959183673
21286,0.99,0.11224489795918366
21287,1,0.1173469387755102
21288,1.02,0.14540816326530615
21289,0.99,0.09183673469387756
21290,1.01,0.1173469387755102
21291,1.02,0.16581632653061223
21292,1.02,0.16581632653061223
21293,0.97,0.13520408163265307
21294,0.95,0.125
21295,0.98,0.13010204081632654
21296,0.99,0.10969387755102039
21297,0.97,0.11224489795918366
21298,0.95,0.11479591836734693
21299,0.98,0.09948979591836732
21300,0.98,0.1326530612244898
21301,0.97,0.13520408163265307
21302,0.95,0.125
21303,1,0.12755102040816327
21304,0.97,0.11479591836734693
21305,0.95,0.11989795918367346
21306,0.96,0.1173469387755102
21307,0.93,0.13010204081632654
21308,1.04,0.16326530612244897
21309,0.98,0.13010204081632654
21310,0.97,0.13775510204081634
21311,0.98,0.09183673469387756
21312,0.99,0.1173469387755102
21313,0.98,0.13010204081632654
21314,1,0.10714285714285712
21315,0.96,0.11479591836734693
21316,0.96,0.125
21317,0.96,0.125
21318,0.99,0.13520408163265307
21319,0.97,0.11224489795918366
21320,0.99,0.1173469387755102
21321,0.97,0.10969387755102039
21322,0.97,0.11224489795918366
21323,0.95,0.12755102040816327
21324,0.97,0.12755102040816327
21325,0.99,0.10459183673469385
21326,0.99,0.125
21327,1.01,0.13010204081632654
21328,0.98,0.12244897959183673
21329,0.95,0.14285714285714288
21330,0.96,0.09948979591836732
21331,0.98,0.1173469387755102
21332,0.98,0.10969387755102039
21333,0.97,0.1173469387755102
21334,0.96,0.13775510204081634
21335,0.98,0.125
21336,1,0.125
21337,0.99,0.11224489795918366
21338,0.97,0.1173469387755102
21339,0.97,0.12755102040816327
21340,0.96,0.10714285714285712
21341,0.95,0.1479591836734694
21342,0.97,0.14285714285714288
21343,0.96,0.11224489795918366
21344,0.93,0.1403061224489796
21345,0.99,0.2040816326530612
21346,0.95,0.16326530612244902
21347,0.98,0.125
21348,0.95,0.11224489795918366
21349,0.94,0.12244897959183673
21350,0.93,0.15051020408163268
21351,0.94,0.11224489795918366
21352,0.94,0.10714285714285712
21353,0.94,0.125
21354,0.99,0.12755102040816327
21355,0.97,0.11479591836734693
21356,0.93,0.10969387755102039
21357,0.93,0.11224489795918366
21358,0.91,0.14540816326530612
21359,0.95,0.11479591836734693
21360,0.98,0.13775510204081634
21361,0.97,0.1326530612244898
21362,0.97,0.14540816326530615
21363,0.96,0.10969387755102039
21364,0.96,0.1403061224489796
21365,0.95,0.11224489795918366
21366,0.97,0.13010204081632654
21367,0.97,0.1326530612244898
